StudentID,MaritalStatusID,ApplicationModeID,ApplicationOrderID,CourseID,QualificationID,QualificationGrade,NationalityID,AdmissionGrade,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,GenderID,ScholarshipHolder,AgeAtEnrollment,International
73,1,1,1,171,1,141,1,135.80,1,0,0,1,1,0,19,0
74,1,17,4,9254,1,118,1,111.70,1,0,0,1,1,0,18,0
75,1,1,2,9773,1,142,1,132.90,1,0,0,1,1,0,18,0
76,1,17,3,9147,1,120,1,115.50,1,0,1,1,1,0,18,0
77,1,18,4,9254,1,106,1,106,1,0,0,1,1,1,21,0
78,1,17,4,9773,1,121,1,120.30,1,0,1,1,1,1,19,0
79,1,17,4,9500,1,150,1,130.80,0,0,0,1,1,1,22,0
80,2,39,1,8014,1,120,1,117,0,0,0,1,1,0,33,0
81,1,1,6,9853,1,114,1,110.20,1,0,0,1,1,0,20,0
82,1,39,1,9991,2,140,1,155.70,1,0,0,1,1,0,35,0
83,1,39,1,9003,4,160,1,180.40,0,0,1,1,1,0,24,0
84,1,17,1,9254,1,120,1,125.50,0,0,0,1,1,0,18,0
85,2,39,1,8014,1,130,1,110,1,0,0,1,0,0,33,0
86,1,42,1,9500,1,160,1,161,1,0,0,1,0,1,22,0
87,1,39,1,9670,1,120,1,100,0,0,0,1,0,1,25,0
88,1,17,1,9070,1,124,1,117.60,1,0,0,1,1,0,20,0
89,1,1,6,9147,1,143,1,128.70,1,0,0,1,1,0,23,0
90,1,43,2,9119,1,115,1,112.20,1,0,1,1,1,0,18,0
91,1,39,1,9500,1,133.10,1,100.80,0,0,0,1,1,0,24,0
92,1,17,2,9773,1,133.10,41,105,1,0,0,0,0,0,21,1
93,1,15,1,9130,1,133.10,41,100,0,0,0,1,0,0,26,1
94,2,39,1,9853,10,133.10,1,115.50,0,0,0,1,0,0,39,0
95,2,39,1,8014,1,133.10,1,114,0,0,0,1,0,0,44,0
96,1,15,1,9119,1,130,26,137,1,0,0,1,1,0,19,1
97,1,1,5,9773,1,135,1,124.90,1,0,0,1,0,0,18,0
98,1,1,5,9500,1,132,1,120.30,1,0,0,1,0,1,18,0
99,1,1,1,9085,1,135,1,134.30,1,0,0,1,0,0,19,0
100,1,1,4,9500,1,115,1,111.50,1,0,1,0,0,0,19,0
101,1,53,1,9085,42,130,1,128.80,0,0,0,1,0,0,21,0
102,1,1,4,171,1,133.10,1,110,1,0,0,1,0,0,20,0
103,2,39,1,8014,1,130,1,113.50,1,0,0,1,0,0,36,0
104,4,39,1,9003,12,133.10,1,160,0,0,0,1,0,0,43,0
105,1,18,1,9853,1,123,1,117.40,1,0,0,1,0,0,19,0
106,1,51,1,9070,1,130,1,122.20,0,0,1,1,0,0,20,0
107,1,1,2,9238,1,122,1,118.20,1,0,0,1,0,0,19,0
108,1,1,1,9085,1,113,1,106.70,1,0,0,1,0,0,20,0
109,1,1,5,9500,1,111,1,108.20,1,0,0,1,0,0,20,0
110,1,17,2,9853,1,133.10,1,107,1,0,0,1,0,0,20,0
111,1,1,1,9238,1,142,1,136.10,1,0,0,1,0,0,18,0
112,1,17,2,9147,1,123,1,115.30,1,0,0,1,0,1,18,0
113,1,1,1,9085,1,131,1,139.80,1,0,0,1,0,0,19,0
114,1,1,3,9773,1,158,1,157,1,0,0,1,0,0,18,0
115,1,17,2,9500,1,122,1,131,1,0,0,1,0,0,18,0
116,1,43,1,9500,1,130,1,100,0,0,0,1,0,0,20,0
117,1,17,1,9238,1,154,1,140.40,1,0,0,1,0,1,20,0
118,1,17,1,9147,1,120,1,113.40,0,0,0,1,0,0,20,0
119,1,1,2,9085,1,140,1,137,0,0,0,1,0,0,18,0
120,1,1,1,9147,1,127,1,121.80,0,0,0,1,0,0,18,0
121,1,17,1,9254,1,133.10,1,131,1,0,0,1,0,0,21,0
122,1,1,2,9147,1,120,1,118.60,1,0,0,1,0,0,19,0
123,1,1,1,171,1,137,1,122.30,0,0,0,1,0,0,19,0
124,1,1,1,9670,1,131,1,127.90,0,0,0,1,0,1,19,0
125,1,1,1,9085,1,130,1,121.30,1,0,0,1,0,0,19,0
126,1,17,6,9556,1,122,1,117.10,1,0,0,1,0,0,19,0
127,1,44,1,9085,39,160,1,160,1,0,0,1,0,0,20,0
128,1,1,1,9853,1,146,1,145.30,1,0,0,1,0,1,18,0
129,1,17,3,9238,1,131,1,122.60,1,0,0,1,0,0,18,0
130,1,17,6,9500,1,132,1,128,1,0,0,1,0,0,19,0
131,1,1,3,9500,1,138,1,124.90,1,0,0,1,0,1,18,0
132,1,17,2,9070,1,130,1,123.70,1,0,0,1,0,0,18,0
133,1,1,4,9147,1,126,1,120.10,1,0,0,1,0,0,19,0
134,1,17,6,9500,1,148,1,131.70,1,0,0,1,0,0,19,0
135,1,43,1,9238,1,130,1,133.20,0,0,0,1,0,0,20,0
136,1,1,1,9670,1,117,1,109.30,0,0,1,0,0,1,19,0
137,1,17,1,9670,1,120,1,113,1,0,0,1,0,0,20,0
138,1,1,1,9773,1,153,1,157.90,0,0,1,1,0,1,18,0
139,1,1,2,9500,1,117,1,112.10,0,0,0,1,0,1,20,0
140,1,18,1,9500,1,178,1,174.70,0,0,0,1,0,0,18,0
141,1,1,5,9500,1,129,1,128.80,1,0,0,1,0,0,19,0
142,1,1,6,9773,1,116,1,110.10,1,0,0,1,0,1,19,0
143,1,51,1,9147,1,99,1,99.70,1,0,1,0,0,0,22,0
144,1,1,3,9238,1,135,1,121,1,0,0,1,0,1,19,0
145,1,1,3,9500,1,141,1,131.70,1,0,0,1,0,1,19,0
146,1,17,5,9853,1,132,1,119.10,1,0,0,1,0,1,19,0
147,1,1,4,9254,1,132,1,124.70,1,0,0,1,0,0,19,0
148,1,17,1,9254,1,113,1,117.20,1,0,0,1,0,0,20,0
149,1,1,1,9147,1,134,1,128.80,0,0,0,1,0,0,18,0
150,1,1,1,9500,1,136,1,131.50,0,0,0,1,0,1,20,0
151,1,1,1,171,1,136,1,121.70,1,0,0,1,0,0,18,0
152,1,1,1,9085,1,129,1,123.40,0,0,0,1,0,0,19,0
153,1,17,1,9853,1,138,1,124.70,1,0,0,1,0,0,18,0
154,1,1,1,9853,1,137,1,132.80,1,0,0,1,0,0,18,0
155,1,43,1,9853,1,115,1,108.70,1,0,0,1,0,0,21,0
156,1,1,1,9853,1,129,1,138.10,0,0,0,1,0,0,19,0
157,1,1,1,9147,1,131,1,126.50,0,0,0,1,0,1,18,0
158,1,17,2,9238,1,133,1,127.40,1,0,0,1,0,1,18,0
159,1,1,3,9238,1,125,1,123.60,1,0,0,1,0,0,20,0
160,1,39,1,8014,1,120,1,122,0,0,0,1,0,1,24,0
161,1,1,1,9670,1,128,1,118.20,0,0,0,1,0,0,19,0
162,1,1,1,9500,1,127,1,123.90,1,0,0,1,0,1,18,0
163,1,1,2,9500,1,134,1,125.80,1,0,0,1,0,0,18,0
164,1,17,5,9853,1,132,1,123.30,1,0,0,1,0,0,21,0
165,1,17,2,9670,1,124,1,124.40,0,0,0,1,0,0,19,0
166,1,17,1,9773,1,133.10,1,126,0,0,0,1,0,1,19,0
167,3,39,1,9003,1,170,1,170,0,0,1,1,0,0,47,0
168,1,17,3,9238,1,125,1,121.50,0,0,0,1,0,0,19,0
169,1,39,1,9500,3,130,1,130,0,0,0,1,0,0,29,0
170,1,43,1,9238,1,125,1,117,1,0,0,1,0,0,21,0
171,1,39,1,9085,1,130,1,130,1,0,0,1,0,0,28,0
172,1,17,2,9556,1,133.10,1,108,0,0,0,1,0,0,20,0
173,1,17,1,9500,1,131,1,132.30,1,0,0,1,0,0,19,0
174,1,42,1,8014,1,150,1,148,0,0,0,1,0,0,26,0
175,1,17,2,9254,1,125,1,122.60,1,0,1,0,0,0,20,0
176,1,1,1,9670,1,131,1,123,1,0,0,1,0,1,18,0
177,1,39,1,9853,1,130,1,102.50,0,0,0,1,0,0,27,0
178,1,1,2,9500,1,123,1,113.30,1,0,0,1,0,0,20,0
179,1,1,5,9853,1,141,1,133,1,0,0,1,0,0,18,0
180,1,7,1,9500,3,140,1,140,0,0,0,1,0,0,33,0
181,1,43,1,9853,1,140,1,128.30,1,0,0,1,0,0,35,0
182,1,44,1,9991,39,140,1,140,0,0,0,1,0,1,26,0
183,1,39,1,9773,19,133.10,1,104,0,0,1,0,0,0,27,0
184,1,18,3,9070,1,131,1,122.30,1,0,0,0,0,0,19,0
185,1,17,2,9254,1,143,1,135,0,0,0,1,0,0,20,0
186,1,18,2,9147,1,132,1,119.10,1,0,1,0,0,0,20,0
187,1,43,1,9238,1,143,1,126.60,0,0,1,0,0,0,21,0
188,1,17,3,9500,1,141,1,129,1,0,0,1,0,1,18,0
189,1,39,1,9085,1,133.10,1,162.30,1,0,0,1,0,0,24,0
190,1,17,4,9070,1,148,1,163.40,1,0,0,1,0,0,20,0
191,1,1,1,9254,1,125,1,121.50,0,0,0,1,0,1,21,0
192,1,1,1,8014,1,120,1,122.80,0,0,0,1,0,0,23,0
193,1,39,1,9147,1,140,1,118,1,0,0,1,0,0,24,0
194,1,51,1,9853,1,139,1,134,0,0,0,1,0,0,21,0
195,1,1,4,9500,1,142,1,129.80,1,0,0,1,0,0,18,0
196,1,39,1,9991,40,130,1,152,1,0,0,1,0,0,27,0
197,1,18,6,9500,1,126,1,122.80,1,0,0,1,0,0,18,0
198,1,7,1,9119,3,150,1,150,0,0,0,1,0,0,35,0
199,1,1,1,9853,1,130,1,131.80,0,0,0,1,0,0,18,0
200,1,39,1,9500,1,120,1,105.90,0,0,0,1,0,0,35,0
201,1,1,1,9085,1,138,1,132.10,1,0,0,1,0,0,19,0
202,1,1,4,9238,1,127,1,127.40,1,0,0,1,0,0,20,0
203,1,1,4,9500,1,140,1,129.50,1,0,0,1,0,0,18,0
204,1,44,1,9238,39,130,1,126.70,0,0,1,1,0,0,21,0
205,1,17,2,9238,1,128,1,116.50,0,0,0,1,0,1,18,0
206,1,1,1,9238,1,132,1,119.10,1,0,0,1,0,0,18,0
207,1,1,2,9500,1,149,1,126.50,1,0,0,1,0,0,18,0
208,1,1,4,9773,1,155,1,149.80,1,0,0,1,0,1,18,0
209,1,1,1,9085,1,120,1,115.10,1,0,0,1,0,0,19,0
210,1,39,1,9254,19,133.10,1,124.50,0,0,0,1,0,1,36,0
211,1,1,2,9500,1,131,1,128.30,1,0,0,1,0,1,18,0
212,1,1,1,9500,1,149,1,136,0,0,0,1,0,1,18,0
213,1,43,1,9130,1,140,1,140,1,0,0,1,0,1,20,0
214,1,39,1,9991,1,133.10,1,126.30,0,0,0,1,0,1,26,0
215,1,43,1,9773,1,122,1,126.90,0,0,0,1,0,0,21,0
216,1,39,1,9556,40,130,1,145,0,0,0,1,0,0,25,0
217,1,18,1,9147,1,121,1,115.80,1,0,0,1,0,1,19,0
218,1,39,1,8014,1,120,1,100,1,0,0,1,0,0,24,0
219,1,39,1,8014,1,133.10,1,102.50,0,0,0,1,0,1,27,0
220,1,17,1,9085,1,121,1,131.50,0,0,0,1,0,0,21,0
221,1,1,1,9147,1,133,1,147,0,0,0,1,0,1,18,0
222,2,1,4,9853,1,134,1,122.50,0,1,0,1,0,1,19,0
223,1,1,3,9254,1,115,1,117.50,1,0,0,1,0,0,18,0
224,1,51,1,9500,1,127,1,150,0,0,0,1,0,1,19,0
225,1,18,1,9500,1,135,1,127.50,1,0,0,1,0,1,19,0
226,2,7,1,9991,43,140,1,140,0,0,0,1,0,0,33,0
227,2,7,1,9147,3,130,1,130,0,0,0,1,0,0,45,0
228,1,1,1,9238,1,135,1,133.30,0,0,0,1,0,1,20,0
229,1,39,2,9670,1,140,1,97,1,0,0,1,0,0,28,0
230,1,43,1,9500,1,120,1,112,1,0,0,1,0,1,19,0
231,1,1,2,9254,1,140,1,123.60,1,0,0,1,0,0,18,0
232,1,39,1,9254,3,133.10,1,130.50,0,0,0,1,0,0,38,0
233,1,1,2,9670,1,135,1,133.30,0,0,0,1,0,0,19,0
234,1,1,1,9254,1,123,1,132.10,0,0,0,1,0,1,21,0
235,1,1,1,9147,1,133.10,1,100,0,0,0,1,0,0,21,0
236,1,1,1,9238,1,154,1,140.40,0,0,0,1,0,1,22,0
237,1,1,1,9853,1,148,1,141.70,0,0,0,1,0,1,18,0
238,1,17,2,9238,1,133,1,119.70,0,1,0,1,0,1,18,0
239,1,1,1,9130,1,126,1,122.50,1,0,0,0,0,0,25,0
240,1,39,1,9085,19,133.10,1,140,0,0,1,0,0,0,24,0
241,1,1,3,9500,1,125,1,119.40,1,0,0,1,0,0,19,0
242,1,16,1,171,1,145,1,155,1,0,0,1,0,0,24,0
243,1,1,2,9147,1,118,1,119.10,1,0,0,1,0,1,20,0
244,1,39,1,9147,1,120,1,122.70,0,0,0,0,0,0,25,0
245,1,1,1,9147,1,127,1,117.90,0,0,0,1,0,1,20,0
246,1,7,1,9500,3,130,1,130,0,0,0,1,0,0,23,0
247,1,17,3,9500,1,129,1,120,1,0,0,1,0,1,19,0
248,1,44,1,9003,39,130,1,130,0,0,1,0,0,0,29,0
249,1,1,3,9254,1,121,1,116.80,1,0,0,1,0,0,21,0
250,1,1,1,9670,1,136,1,123.40,1,0,0,1,0,1,18,0
251,1,1,3,9070,1,125,1,125.40,1,0,0,1,0,0,19,0
252,1,1,3,9773,1,131,1,127.20,1,0,0,1,0,1,18,0
253,1,1,1,9085,1,122,1,103.40,0,0,0,1,0,0,19,0
254,1,1,1,9773,1,127,1,123.20,1,0,0,1,0,0,18,0
255,1,17,1,9147,1,136,1,124.10,0,0,0,1,0,0,18,0
256,2,39,1,9556,19,133.10,1,99.50,1,0,1,0,0,1,37,0
257,1,17,1,9991,40,127,1,124.90,0,0,0,1,0,0,29,0
258,1,17,3,9070,1,116,1,110.80,0,0,0,1,0,0,18,0
259,1,1,1,9238,1,121,1,118.90,1,0,0,1,0,1,19,0
260,1,43,1,9238,1,124,1,118.80,1,0,1,0,0,0,22,0
261,1,1,1,9254,1,131,1,137,0,0,0,1,0,1,20,0
262,1,39,1,8014,1,100,1,100,0,0,0,1,0,0,34,0
263,1,43,1,9119,1,130,1,120,0,0,1,0,0,0,30,0
264,1,1,1,9238,1,135,1,122.80,0,0,0,1,0,0,18,0
265,1,1,1,9238,1,130,1,121.60,0,0,0,1,0,0,18,0
266,1,1,2,9773,1,146,1,149.20,1,0,0,1,0,0,18,0
267,1,17,4,9500,1,146,1,140,1,0,0,1,0,0,18,0
268,1,1,2,9773,1,154,1,133.40,1,0,0,1,0,1,19,0
269,1,1,1,9070,1,137,1,126.20,1,0,0,1,0,1,19,0
270,1,1,5,9500,1,151,1,127.80,0,0,0,1,0,1,18,0
271,1,44,1,9003,39,150,1,150,0,0,0,1,0,1,21,0
272,1,1,2,9147,1,121,1,113.70,1,0,0,0,0,0,20,0
273,1,17,1,9147,1,122,1,117.80,1,0,0,1,0,0,20,0
274,1,1,1,9500,1,143,1,136.70,0,0,0,1,0,0,19,0
275,1,1,1,9238,1,152,1,144.70,0,0,0,1,0,0,20,0
276,1,17,3,9500,1,145,1,139.80,1,0,0,1,0,0,18,0
277,1,42,1,9853,1,120,1,113.70,0,0,0,1,0,0,20,0
278,2,7,1,9130,3,140,1,140,0,0,1,0,0,0,29,0
279,1,1,1,9500,1,143,1,142.30,0,0,0,1,0,1,18,0
280,1,1,1,9500,1,129,1,119.60,1,0,0,1,0,1,20,0
281,1,16,2,9147,1,139,1,123.70,1,0,0,1,0,1,22,0
282,4,1,1,8014,1,133.10,1,143,1,0,0,1,0,1,47,0
283,2,51,1,9991,1,127,1,100.10,0,0,0,1,0,0,31,0
284,1,1,1,9070,1,126,1,119.40,0,0,0,1,0,1,21,0
285,1,1,1,8014,1,128,1,122.10,0,0,0,1,0,0,21,0
286,2,39,1,9773,12,100,1,100,0,0,0,1,0,0,24,0
287,1,17,1,9070,1,123,1,113.90,0,0,0,1,0,0,18,0
288,1,39,1,8014,15,170,1,101,0,0,0,1,0,0,32,0
289,1,18,2,8014,1,117,1,111.80,1,0,0,1,0,1,19,0
290,1,39,1,9500,1,140,1,140,1,0,0,1,0,0,24,0
291,1,17,4,9085,1,123,1,124.40,1,0,0,1,0,0,19,0
292,1,44,1,9003,39,150,1,150,0,0,1,1,0,1,19,0
293,1,44,1,9003,39,140,1,140,0,0,0,1,0,0,24,0
294,1,17,4,9238,1,123,1,116,1,0,0,1,0,1,18,0
295,1,1,1,9070,1,130,1,135.60,1,0,0,1,0,1,19,0
296,2,1,1,9500,1,137,1,121,0,0,0,1,0,1,19,0
297,1,17,2,9773,1,126,1,118.70,1,0,0,1,0,1,18,0
298,1,1,1,9238,1,125,1,125.70,1,0,0,1,0,0,18,0
299,1,17,4,9556,1,112,1,107.10,1,0,0,1,0,0,20,0
300,1,1,1,9500,1,141,1,125.50,0,0,0,1,0,0,18,0
301,1,17,4,9670,1,135,1,127,1,0,0,1,0,0,18,0
302,1,1,2,9085,1,117,1,113.50,1,0,0,1,0,1,21,0
303,1,1,1,9500,1,160,1,154.40,0,0,0,1,0,1,18,0
304,1,51,1,9670,1,136,1,122,0,0,1,0,0,0,18,0
305,1,17,2,9238,1,143,1,128,1,0,0,1,0,0,19,0
306,1,1,1,9670,1,119,1,115.50,1,0,0,1,0,0,19,0
307,1,17,4,9670,1,120,1,117.20,1,0,0,1,0,0,18,0
308,1,39,1,9130,3,150,1,150,1,0,0,1,0,0,34,0
309,1,1,3,9085,1,142,1,155.30,0,0,0,1,0,0,19,0
310,1,44,1,9130,39,120,1,120,1,0,1,0,0,0,19,0
311,1,51,1,9238,1,160,1,116.10,0,0,1,1,0,0,26,0
312,1,17,1,9853,1,133.10,1,118.90,1,0,0,1,0,0,21,0
313,1,17,2,9147,1,142,1,127.30,0,0,0,1,0,1,18,0
314,1,17,4,9853,1,121,1,113.70,1,0,0,1,0,1,20,0
315,1,51,1,9147,1,135,1,118.50,0,0,0,1,0,0,25,0
316,1,1,1,9147,1,153,1,146.70,0,0,0,1,0,0,18,0
317,1,1,1,9500,1,140,1,124.30,1,0,0,1,0,1,18,0
318,1,1,1,9500,1,152,1,137.80,0,0,0,1,0,0,19,0
319,1,1,1,9238,1,120,1,130.20,0,0,0,1,0,1,18,0
320,1,17,1,9500,1,160,1,147.80,0,0,0,1,0,0,20,0
321,1,7,1,9085,40,150,1,150,0,0,1,0,0,0,26,0
322,1,42,1,9500,1,100,1,100,1,0,0,1,0,1,19,0
323,1,1,1,9500,1,150,1,155.60,0,0,0,1,0,0,19,0
324,1,43,4,9147,1,124,1,117.40,0,0,0,1,0,0,19,0
325,1,5,3,9085,1,141,1,128.80,1,0,0,1,0,0,19,0
326,1,1,1,9254,1,121,1,117.50,1,0,0,1,0,0,18,0
327,1,43,1,9500,6,134,1,120.40,1,0,0,1,0,0,19,0
328,1,1,1,9238,1,134,1,130.90,0,0,1,1,0,0,18,0
329,1,1,1,9853,1,132,1,125,1,0,0,1,0,0,18,0
330,1,1,1,9085,1,135,1,136.80,1,0,0,1,0,0,18,0
331,1,1,1,9853,1,123,1,121.60,1,0,0,1,0,0,18,0
332,1,44,1,9119,39,151,1,151,0,0,1,1,0,0,26,0
333,1,1,1,9238,1,107,1,103.50,1,0,0,1,0,0,20,0
334,1,1,1,8014,1,126,1,119.40,0,0,0,1,0,0,19,0
335,1,1,1,9238,1,133,1,134.40,1,0,0,1,0,1,18,0
336,1,44,1,9238,39,140,1,143,0,0,0,1,0,0,19,0
337,1,7,1,9853,40,110,1,110,0,0,1,1,0,0,40,0
338,1,1,4,9500,1,141,1,132.50,1,0,0,1,0,1,18,0
339,1,17,1,9238,1,122,1,114.70,0,0,0,1,0,0,19,0
340,1,17,1,9130,1,156,1,166.90,0,0,0,1,0,0,18,0
341,1,1,1,9085,1,129,1,125.90,1,0,0,1,0,0,19,0
342,1,1,1,171,1,188,1,178.30,1,0,0,1,0,0,18,0
343,2,39,1,8014,1,120,1,117,1,0,0,1,0,0,33,0
344,1,39,1,9003,3,130,1,150,0,0,0,1,0,0,35,0
345,1,42,1,9147,1,130,1,130,1,0,0,1,0,0,26,0
346,1,1,1,9773,1,140,1,135.10,1,0,0,1,0,0,18,0
347,1,43,1,9238,1,110,1,110,0,0,0,1,0,0,36,0
348,4,39,1,9991,1,133.10,1,136.20,0,0,0,1,0,0,39,0
349,2,39,1,9238,1,120,1,116,0,0,0,1,0,0,44,0
350,1,1,2,8014,1,96,1,100,0,0,0,1,0,0,20,0
351,1,1,1,9254,1,117,1,116.30,1,0,0,1,0,0,24,0
352,1,43,1,9773,1,123,1,134,0,0,0,1,0,1,20,0
353,1,1,4,171,1,127,1,124.20,1,0,0,0,0,0,19,0
354,2,1,1,9500,1,151,1,134.50,0,0,1,1,0,1,18,0
355,1,1,1,9254,1,127,1,120.70,0,0,1,0,0,0,22,0
356,1,17,1,9085,1,133,1,127.10,1,0,0,1,0,0,18,0
357,1,39,1,9500,19,133.10,1,133,0,0,0,1,0,0,24,0
358,1,39,1,9991,1,133.10,1,128.20,0,0,0,1,0,0,33,0
359,1,39,1,9003,1,133.10,1,130,0,0,1,1,0,1,30,0
360,1,39,1,9085,43,160,1,172,0,0,0,1,0,0,26,0
361,1,17,4,9853,1,140,1,128.50,1,0,0,1,0,0,18,0
362,1,1,1,9773,1,146,1,128.50,0,0,1,1,0,0,19,0
363,1,17,4,9147,1,112,1,112,1,0,0,1,0,0,20,0
364,1,53,1,9085,42,140,1,142.50,1,0,0,1,0,1,22,0
365,1,1,4,9500,1,136,1,133,1,0,0,1,0,0,19,0
366,1,1,1,9085,1,133.10,1,106,1,0,0,1,0,1,21,0
367,1,1,4,9500,1,136,1,125.50,1,0,0,1,0,1,21,0
368,1,17,1,9085,1,134,1,131.20,0,0,0,1,0,0,19,0
369,1,1,1,9853,1,122,1,112.90,1,0,0,1,0,1,19,0
370,1,1,6,9500,1,138,1,124.80,1,0,0,1,0,0,18,0
371,2,43,1,8014,1,160,1,140.90,0,0,0,1,0,0,50,0
372,4,39,1,9991,1,130,1,148,0,0,0,1,0,1,31,0
373,1,17,1,9773,1,161,1,148.40,0,0,0,1,0,1,19,0
374,4,39,1,9991,1,140,1,129.70,0,0,0,1,0,0,35,0
375,2,39,1,9085,19,133.10,1,128.20,0,0,0,1,0,0,31,0
