StudentID;MaritalStatusID;ApplicationModeID;ApplicationOrderID;CourseID;QualificationID;QualificationGrade;NationalityID;AdmissionGrade;Displaced;EducationalSpecialNeeds;Debtor;TuitionFeesUpToDate;GenderID;ScholarshipHolder;AgeAtEnrollment;International
28.00;1.00;1.00;1.00;9,085.00;1.00;138.00;1.00;131.00;1.00;.00;.00;1.00;.00;.00;18.00;.00
29.00;1.00;1.00;1.00;9,147.00;1.00;135.00;1.00;122.10;1.00;.00;.00;1.00;.00;.00;20.00;.00
30.00;1.00;17.00;2.00;9,500.00;1.00;127.00;1.00;118.80;1.00;.00;.00;1.00;1.00;.00;19.00;.00
31.00;1.00;44.00;1.00;9,003.00;39.00;150.00;1.00;150.00;.00;.00;.00;1.00;1.00;.00;21.00;.00
32.00;1.00;51.00;1.00;9,070.00;1.00;125.00;1.00;130.00;1.00;.00;.00;1.00;1.00;.00;20.00;.00
33.00;1.00;1.00;1.00;9,147.00;1.00;143.00;1.00;138.80;.00;.00;.00;.00;1.00;.00;18.00;.00
34.00;1.00;18.00;1.00;8,014.00;1.00;138.00;1.00;134.50;1.00;.00;.00;1.00;.00;.00;19.00;.00
35.00;1.00;1.00;1.00;9,991.00;1.00;130.00;1.00;131.40;.00;.00;.00;1.00;1.00;.00;34.00;.00
36.00;1.00;39.00;1.00;33.00;1.00;130.00;1.00;102.50;.00;.00;1.00;.00;1.00;.00;37.00;.00
37.00;1.00;39.00;1.00;9,119.00;10.00;133.10;1.00;128.80;1.00;.00;.00;1.00;1.00;.00;43.00;.00
38.00;1.00;43.00;1.00;9,147.00;1.00;140.00;1.00;122.90;.00;.00;.00;1.00;.00;.00;55.00;.00
39.00;4.00;39.00;1.00;9,991.00;1.00;120.00;1.00;113.90;1.00;.00;.00;1.00;.00;.00;39.00;.00
40.00;1.00;44.00;1.00;9,130.00;39.00;120.00;6.00;120.00;.00;.00;1.00;.00;.00;.00;20.00;1.00
41.00;1.00;1.00;5.00;9,773.00;1.00;126.00;1.00;121.10;.00;.00;1.00;1.00;.00;.00;18.00;.00
42.00;1.00;1.00;2.00;9,147.00;1.00;133.00;1.00;120.40;1.00;.00;.00;1.00;.00;.00;22.00;.00
43.00;1.00;1.00;6.00;9,500.00;1.00;103.00;1.00;100.60;1.00;1.00;.00;1.00;.00;.00;22.00;.00
44.00;1.00;17.00;1.00;9,773.00;1.00;120.00;1.00;121.40;.00;.00;.00;.00;.00;.00;20.00;.00
45.00;1.00;39.00;1.00;9,991.00;1.00;133.10;1.00;109.70;.00;.00;.00;1.00;.00;.00;29.00;.00
46.00;1.00;17.00;1.00;9,991.00;1.00;154.00;1.00;134.10;.00;.00;.00;1.00;.00;.00;24.00;.00
47.00;1.00;17.00;2.00;9,238.00;1.00;130.00;1.00;127.60;1.00;.00;.00;1.00;.00;.00;18.00;.00
48.00;1.00;17.00;6.00;9,500.00;1.00;132.00;1.00;132.40;1.00;.00;.00;1.00;.00;1.00;22.00;.00
49.00;1.00;44.00;1.00;8,014.00;39.00;130.00;1.00;133.40;.00;.00;.00;1.00;.00;1.00;21.00;.00
50.00;1.00;1.00;1.00;9,238.00;1.00;139.00;1.00;126.10;.00;.00;.00;1.00;.00;1.00;19.00;.00
51.00;1.00;39.00;1.00;9,254.00;1.00;130.00;1.00;113.50;.00;.00;.00;1.00;.00;1.00;24.00;.00
52.00;1.00;1.00;1.00;9,500.00;1.00;139.00;1.00;121.30;1.00;.00;.00;1.00;.00;1.00;19.00;.00
53.00;1.00;1.00;1.00;9,773.00;1.00;127.00;1.00;121.80;1.00;.00;.00;1.00;.00;1.00;20.00;.00
54.00;1.00;1.00;3.00;9,130.00;1.00;167.00;1.00;159.30;.00;.00;.00;1.00;.00;.00;19.00;.00
55.00;1.00;39.00;1.00;9,991.00;1.00;130.00;1.00;120.00;.00;.00;.00;1.00;.00;.00;27.00;.00
56.00;1.00;1.00;1.00;9,500.00;1.00;130.00;1.00;129.10;1.00;.00;.00;1.00;.00;.00;18.00;.00
57.00;2.00;7.00;1.00;9,254.00;3.00;130.00;1.00;130.00;.00;.00;.00;1.00;.00;.00;39.00;.00
58.00;1.00;39.00;1.00;9,130.00;40.00;129.00;1.00;155.30;1.00;.00;.00;1.00;.00;.00;27.00;.00
59.00;1.00;17.00;1.00;9,500.00;1.00;141.00;1.00;139.80;1.00;.00;.00;1.00;.00;.00;18.00;.00
60.00;1.00;1.00;3.00;171.00;1.00;125.00;1.00;115.20;1.00;.00;.00;1.00;.00;.00;18.00;.00
61.00;1.00;1.00;2.00;9,500.00;1.00;125.00;1.00;114.90;.00;.00;.00;1.00;.00;.00;18.00;.00
62.00;1.00;44.00;1.00;9,238.00;39.00;130.00;1.00;131.90;.00;.00;.00;1.00;.00;1.00;21.00;.00
63.00;1.00;17.00;3.00;171.00;1.00;133.00;1.00;126.00;1.00;.00;.00;1.00;1.00;1.00;19.00;.00
64.00;1.00;17.00;1.00;9,070.00;1.00;127.00;1.00;130.20;1.00;.00;.00;1.00;1.00;.00;19.00;.00
65.00;1.00;43.00;1.00;9,070.00;1.00;116.00;1.00;120.90;.00;.00;.00;1.00;1.00;.00;24.00;.00
66.00;4.00;42.00;1.00;9,500.00;19.00;133.10;1.00;126.00;1.00;.00;.00;1.00;1.00;.00;29.00;.00
67.00;1.00;1.00;3.00;171.00;1.00;139.00;1.00;128.20;1.00;.00;.00;1.00;1.00;1.00;19.00;.00
68.00;1.00;44.00;1.00;9,003.00;39.00;130.00;1.00;130.00;1.00;.00;.00;1.00;1.00;.00;23.00;.00
69.00;1.00;1.00;3.00;9,147.00;1.00;125.00;1.00;120.10;.00;.00;1.00;1.00;1.00;.00;19.00;.00
70.00;1.00;39.00;1.00;9,254.00;1.00;160.00;1.00;100.00;.00;.00;.00;1.00;1.00;.00;26.00;.00
71.00;1.00;17.00;1.00;9,147.00;1.00;148.00;1.00;134.00;.00;.00;.00;1.00;1.00;.00;18.00;.00
72.00;1.00;17.00;1.00;9,500.00;1.00;150.00;1.00;130.80;.00;.00;.00;1.00;1.00;.00;24.00;.00
73.00;1.00;1.00;1.00;171.00;1.00;141.00;1.00;135.80;1.00;.00;.00;1.00;1.00;.00;19.00;.00
74.00;1.00;17.00;4.00;9,254.00;1.00;118.00;1.00;111.70;1.00;.00;.00;1.00;1.00;.00;18.00;.00
75.00;1.00;1.00;2.00;9,773.00;1.00;142.00;1.00;132.90;1.00;.00;.00;1.00;1.00;.00;18.00;.00
76.00;1.00;17.00;3.00;9,147.00;1.00;120.00;1.00;115.50;1.00;.00;1.00;1.00;1.00;.00;18.00;.00
77.00;1.00;18.00;4.00;9,254.00;1.00;106.00;1.00;106.00;1.00;.00;.00;1.00;1.00;1.00;21.00;.00
78.00;1.00;17.00;4.00;9,773.00;1.00;121.00;1.00;120.30;1.00;.00;1.00;1.00;1.00;1.00;19.00;.00
79.00;1.00;17.00;4.00;9,500.00;1.00;150.00;1.00;130.80;.00;.00;.00;1.00;1.00;1.00;22.00;.00
80.00;2.00;39.00;1.00;8,014.00;1.00;120.00;1.00;117.00;.00;.00;.00;1.00;1.00;.00;33.00;.00
81.00;1.00;1.00;6.00;9,853.00;1.00;114.00;1.00;110.20;1.00;.00;.00;1.00;1.00;.00;20.00;.00
82.00;1.00;39.00;1.00;9,991.00;2.00;140.00;1.00;155.70;1.00;.00;.00;1.00;1.00;.00;35.00;.00
83.00;1.00;39.00;1.00;9,003.00;4.00;160.00;1.00;180.40;.00;.00;1.00;1.00;1.00;.00;24.00;.00
84.00;1.00;17.00;1.00;9,254.00;1.00;120.00;1.00;125.50;.00;.00;.00;1.00;1.00;.00;18.00;.00
85.00;2.00;39.00;1.00;8,014.00;1.00;130.00;1.00;110.00;1.00;.00;.00;1.00;.00;.00;33.00;.00
86.00;1.00;42.00;1.00;9,500.00;1.00;160.00;1.00;161.00;1.00;.00;.00;1.00;.00;1.00;22.00;.00
87.00;1.00;39.00;1.00;9,670.00;1.00;120.00;1.00;100.00;.00;.00;.00;1.00;.00;1.00;25.00;.00
88.00;1.00;17.00;1.00;9,070.00;1.00;124.00;1.00;117.60;1.00;.00;.00;1.00;1.00;.00;20.00;.00
89.00;1.00;1.00;6.00;9,147.00;1.00;143.00;1.00;128.70;1.00;.00;.00;1.00;1.00;.00;23.00;.00
90.00;1.00;43.00;2.00;9,119.00;1.00;115.00;1.00;112.20;1.00;.00;1.00;1.00;1.00;.00;18.00;.00
91.00;1.00;39.00;1.00;9,500.00;1.00;133.10;1.00;100.80;.00;.00;.00;1.00;1.00;.00;24.00;.00
92.00;1.00;17.00;2.00;9,773.00;1.00;133.10;41.00;105.00;1.00;.00;.00;.00;.00;.00;21.00;1.00
93.00;1.00;15.00;1.00;9,130.00;1.00;133.10;41.00;100.00;.00;.00;.00;1.00;.00;.00;26.00;1.00
94.00;2.00;39.00;1.00;9,853.00;10.00;133.10;1.00;115.50;.00;.00;.00;1.00;.00;.00;39.00;.00
95.00;2.00;39.00;1.00;8,014.00;1.00;133.10;1.00;114.00;.00;.00;.00;1.00;.00;.00;44.00;.00
96.00;1.00;15.00;1.00;9,119.00;1.00;130.00;26.00;137.00;1.00;.00;.00;1.00;1.00;.00;19.00;1.00
97.00;1.00;1.00;5.00;9,773.00;1.00;135.00;1.00;124.90;1.00;.00;.00;1.00;.00;.00;18.00;.00
98.00;1.00;1.00;5.00;9,500.00;1.00;132.00;1.00;120.30;1.00;.00;.00;1.00;.00;1.00;18.00;.00
99.00;1.00;1.00;1.00;9,085.00;1.00;135.00;1.00;134.30;1.00;.00;.00;1.00;.00;.00;19.00;.00
100.00;1.00;1.00;4.00;9,500.00;1.00;115.00;1.00;111.50;1.00;.00;1.00;.00;.00;.00;19.00;.00
101.00;1.00;53.00;1.00;9,085.00;42.00;130.00;1.00;128.80;.00;.00;.00;1.00;.00;.00;21.00;.00
102.00;1.00;1.00;4.00;171.00;1.00;133.10;1.00;110.00;1.00;.00;.00;1.00;.00;.00;20.00;.00
103.00;2.00;39.00;1.00;8,014.00;1.00;130.00;1.00;113.50;1.00;.00;.00;1.00;.00;.00;36.00;.00
104.00;4.00;39.00;1.00;9,003.00;12.00;133.10;1.00;160.00;.00;.00;.00;1.00;.00;.00;43.00;.00
105.00;1.00;18.00;1.00;9,853.00;1.00;123.00;1.00;117.40;1.00;.00;.00;1.00;.00;.00;19.00;.00
106.00;1.00;51.00;1.00;9,070.00;1.00;130.00;1.00;122.20;.00;.00;1.00;1.00;.00;.00;20.00;.00
107.00;1.00;1.00;2.00;9,238.00;1.00;122.00;1.00;118.20;1.00;.00;.00;1.00;.00;.00;19.00;.00
108.00;1.00;1.00;1.00;9,085.00;1.00;113.00;1.00;106.70;1.00;.00;.00;1.00;.00;.00;20.00;.00
109.00;1.00;1.00;5.00;9,500.00;1.00;111.00;1.00;108.20;1.00;.00;.00;1.00;.00;.00;20.00;.00
110.00;1.00;17.00;2.00;9,853.00;1.00;133.10;1.00;107.00;1.00;.00;.00;1.00;.00;.00;20.00;.00
111.00;1.00;1.00;1.00;9,238.00;1.00;142.00;1.00;136.10;1.00;.00;.00;1.00;.00;.00;18.00;.00
112.00;1.00;17.00;2.00;9,147.00;1.00;123.00;1.00;115.30;1.00;.00;.00;1.00;.00;1.00;18.00;.00
113.00;1.00;1.00;1.00;9,085.00;1.00;131.00;1.00;139.80;1.00;.00;.00;1.00;.00;.00;19.00;.00
114.00;1.00;1.00;3.00;9,773.00;1.00;158.00;1.00;157.00;1.00;.00;.00;1.00;.00;.00;18.00;.00
115.00;1.00;17.00;2.00;9,500.00;1.00;122.00;1.00;131.00;1.00;.00;.00;1.00;.00;.00;18.00;.00
116.00;1.00;43.00;1.00;9,500.00;1.00;130.00;1.00;100.00;.00;.00;.00;1.00;.00;.00;20.00;.00
117.00;1.00;17.00;1.00;9,238.00;1.00;154.00;1.00;140.40;1.00;.00;.00;1.00;.00;1.00;20.00;.00
118.00;1.00;17.00;1.00;9,147.00;1.00;120.00;1.00;113.40;.00;.00;.00;1.00;.00;.00;20.00;.00
119.00;1.00;1.00;2.00;9,085.00;1.00;140.00;1.00;137.00;.00;.00;.00;1.00;.00;.00;18.00;.00
120.00;1.00;1.00;1.00;9,147.00;1.00;127.00;1.00;121.80;.00;.00;.00;1.00;.00;.00;18.00;.00
121.00;1.00;17.00;1.00;9,254.00;1.00;133.10;1.00;131.00;1.00;.00;.00;1.00;.00;.00;21.00;.00
122.00;1.00;1.00;2.00;9,147.00;1.00;120.00;1.00;118.60;1.00;.00;.00;1.00;.00;.00;19.00;.00
123.00;1.00;1.00;1.00;171.00;1.00;137.00;1.00;122.30;.00;.00;.00;1.00;.00;.00;19.00;.00
124.00;1.00;1.00;1.00;9,670.00;1.00;131.00;1.00;127.90;.00;.00;.00;1.00;.00;1.00;19.00;.00
125.00;1.00;1.00;1.00;9,085.00;1.00;130.00;1.00;121.30;1.00;.00;.00;1.00;.00;.00;19.00;.00
126.00;1.00;17.00;6.00;9,556.00;1.00;122.00;1.00;117.10;1.00;.00;.00;1.00;.00;.00;19.00;.00
127.00;1.00;44.00;1.00;9,085.00;39.00;160.00;1.00;160.00;1.00;.00;.00;1.00;.00;.00;20.00;.00
128.00;1.00;1.00;1.00;9,853.00;1.00;146.00;1.00;145.30;1.00;.00;.00;1.00;.00;1.00;18.00;.00
129.00;1.00;17.00;3.00;9,238.00;1.00;131.00;1.00;122.60;1.00;.00;.00;1.00;.00;.00;18.00;.00
130.00;1.00;17.00;6.00;9,500.00;1.00;132.00;1.00;128.00;1.00;.00;.00;1.00;.00;.00;19.00;.00
131.00;1.00;1.00;3.00;9,500.00;1.00;138.00;1.00;124.90;1.00;.00;.00;1.00;.00;1.00;18.00;.00
132.00;1.00;17.00;2.00;9,070.00;1.00;130.00;1.00;123.70;1.00;.00;.00;1.00;.00;.00;18.00;.00
133.00;1.00;1.00;4.00;9,147.00;1.00;126.00;1.00;120.10;1.00;.00;.00;1.00;.00;.00;19.00;.00
134.00;1.00;17.00;6.00;9,500.00;1.00;148.00;1.00;131.70;1.00;.00;.00;1.00;.00;.00;19.00;.00
135.00;1.00;43.00;1.00;9,238.00;1.00;130.00;1.00;133.20;.00;.00;.00;1.00;.00;.00;20.00;.00
136.00;1.00;1.00;1.00;9,670.00;1.00;117.00;1.00;109.30;.00;.00;1.00;.00;.00;1.00;19.00;.00
137.00;1.00;17.00;1.00;9,670.00;1.00;120.00;1.00;113.00;1.00;.00;.00;1.00;.00;.00;20.00;.00
138.00;1.00;1.00;1.00;9,773.00;1.00;153.00;1.00;157.90;.00;.00;1.00;1.00;.00;1.00;18.00;.00
139.00;1.00;1.00;2.00;9,500.00;1.00;117.00;1.00;112.10;.00;.00;.00;1.00;.00;1.00;20.00;.00
140.00;1.00;18.00;1.00;9,500.00;1.00;178.00;1.00;174.70;.00;.00;.00;1.00;.00;.00;18.00;.00
141.00;1.00;1.00;5.00;9,500.00;1.00;129.00;1.00;128.80;1.00;.00;.00;1.00;.00;.00;19.00;.00
142.00;1.00;1.00;6.00;9,773.00;1.00;116.00;1.00;110.10;1.00;.00;.00;1.00;.00;1.00;19.00;.00
143.00;1.00;51.00;1.00;9,147.00;1.00;99.00;1.00;99.70;1.00;.00;1.00;.00;.00;.00;22.00;.00
144.00;1.00;1.00;3.00;9,238.00;1.00;135.00;1.00;121.00;1.00;.00;.00;1.00;.00;1.00;19.00;.00
145.00;1.00;1.00;3.00;9,500.00;1.00;141.00;1.00;131.70;1.00;.00;.00;1.00;.00;1.00;19.00;.00
146.00;1.00;17.00;5.00;9,853.00;1.00;132.00;1.00;119.10;1.00;.00;.00;1.00;.00;1.00;19.00;.00
147.00;1.00;1.00;4.00;9,254.00;1.00;132.00;1.00;124.70;1.00;.00;.00;1.00;.00;.00;19.00;.00
148.00;1.00;17.00;1.00;9,254.00;1.00;113.00;1.00;117.20;1.00;.00;.00;1.00;.00;.00;20.00;.00
149.00;1.00;1.00;1.00;9,147.00;1.00;134.00;1.00;128.80;.00;.00;.00;1.00;.00;.00;18.00;.00
150.00;1.00;1.00;1.00;9,500.00;1.00;136.00;1.00;131.50;.00;.00;.00;1.00;.00;1.00;20.00;.00
151.00;1.00;1.00;1.00;171.00;1.00;136.00;1.00;121.70;1.00;.00;.00;1.00;.00;.00;18.00;.00
152.00;1.00;1.00;1.00;9,085.00;1.00;129.00;1.00;123.40;.00;.00;.00;1.00;.00;.00;19.00;.00
153.00;1.00;17.00;1.00;9,853.00;1.00;138.00;1.00;124.70;1.00;.00;.00;1.00;.00;.00;18.00;.00
154.00;1.00;1.00;1.00;9,853.00;1.00;137.00;1.00;132.80;1.00;.00;.00;1.00;.00;.00;18.00;.00
155.00;1.00;43.00;1.00;9,853.00;1.00;115.00;1.00;108.70;1.00;.00;.00;1.00;.00;.00;21.00;.00
156.00;1.00;1.00;1.00;9,853.00;1.00;129.00;1.00;138.10;.00;.00;.00;1.00;.00;.00;19.00;.00
157.00;1.00;1.00;1.00;9,147.00;1.00;131.00;1.00;126.50;.00;.00;.00;1.00;.00;1.00;18.00;.00
158.00;1.00;17.00;2.00;9,238.00;1.00;133.00;1.00;127.40;1.00;.00;.00;1.00;.00;1.00;18.00;.00
159.00;1.00;1.00;3.00;9,238.00;1.00;125.00;1.00;123.60;1.00;.00;.00;1.00;.00;.00;20.00;.00
160.00;1.00;39.00;1.00;8,014.00;1.00;120.00;1.00;122.00;.00;.00;.00;1.00;.00;1.00;24.00;.00
161.00;1.00;1.00;1.00;9,670.00;1.00;128.00;1.00;118.20;.00;.00;.00;1.00;.00;.00;19.00;.00
162.00;1.00;1.00;1.00;9,500.00;1.00;127.00;1.00;123.90;1.00;.00;.00;1.00;.00;1.00;18.00;.00
163.00;1.00;1.00;2.00;9,500.00;1.00;134.00;1.00;125.80;1.00;.00;.00;1.00;.00;.00;18.00;.00
164.00;1.00;17.00;5.00;9,853.00;1.00;132.00;1.00;123.30;1.00;.00;.00;1.00;.00;.00;21.00;.00
165.00;1.00;17.00;2.00;9,670.00;1.00;124.00;1.00;124.40;.00;.00;.00;1.00;.00;.00;19.00;.00
166.00;1.00;17.00;1.00;9,773.00;1.00;133.10;1.00;126.00;.00;.00;.00;1.00;.00;1.00;19.00;.00
167.00;3.00;39.00;1.00;9,003.00;1.00;170.00;1.00;170.00;.00;.00;1.00;1.00;.00;.00;47.00;.00
168.00;1.00;17.00;3.00;9,238.00;1.00;125.00;1.00;121.50;.00;.00;.00;1.00;.00;.00;19.00;.00
169.00;1.00;39.00;1.00;9,500.00;3.00;130.00;1.00;130.00;.00;.00;.00;1.00;.00;.00;29.00;.00
170.00;1.00;43.00;1.00;9,238.00;1.00;125.00;1.00;117.00;1.00;.00;.00;1.00;.00;.00;21.00;.00
171.00;1.00;39.00;1.00;9,085.00;1.00;130.00;1.00;130.00;1.00;.00;.00;1.00;.00;.00;28.00;.00
172.00;1.00;17.00;2.00;9,556.00;1.00;133.10;1.00;108.00;.00;.00;.00;1.00;.00;.00;20.00;.00
173.00;1.00;17.00;1.00;9,500.00;1.00;131.00;1.00;132.30;1.00;.00;.00;1.00;.00;.00;19.00;.00
174.00;1.00;42.00;1.00;8,014.00;1.00;150.00;1.00;148.00;.00;.00;.00;1.00;.00;.00;26.00;.00
175.00;1.00;17.00;2.00;9,254.00;1.00;125.00;1.00;122.60;1.00;.00;1.00;.00;.00;.00;20.00;.00
176.00;1.00;1.00;1.00;9,670.00;1.00;131.00;1.00;123.00;1.00;.00;.00;1.00;.00;1.00;18.00;.00
177.00;1.00;39.00;1.00;9,853.00;1.00;130.00;1.00;102.50;.00;.00;.00;1.00;.00;.00;27.00;.00
178.00;1.00;1.00;2.00;9,500.00;1.00;123.00;1.00;113.30;1.00;.00;.00;1.00;.00;.00;20.00;.00
179.00;1.00;1.00;5.00;9,853.00;1.00;141.00;1.00;133.00;1.00;.00;.00;1.00;.00;.00;18.00;.00
180.00;1.00;7.00;1.00;9,500.00;3.00;140.00;1.00;140.00;.00;.00;.00;1.00;.00;.00;33.00;.00
181.00;1.00;43.00;1.00;9,853.00;1.00;140.00;1.00;128.30;1.00;.00;.00;1.00;.00;.00;35.00;.00
182.00;1.00;44.00;1.00;9,991.00;39.00;140.00;1.00;140.00;.00;.00;.00;1.00;.00;1.00;26.00;.00
183.00;1.00;39.00;1.00;9,773.00;19.00;133.10;1.00;104.00;.00;.00;1.00;.00;.00;.00;27.00;.00
184.00;1.00;18.00;3.00;9,070.00;1.00;131.00;1.00;122.30;1.00;.00;.00;.00;.00;.00;19.00;.00
185.00;1.00;17.00;2.00;9,254.00;1.00;143.00;1.00;135.00;.00;.00;.00;1.00;.00;.00;20.00;.00
186.00;1.00;18.00;2.00;9,147.00;1.00;132.00;1.00;119.10;1.00;.00;1.00;.00;.00;.00;20.00;.00
187.00;1.00;43.00;1.00;9,238.00;1.00;143.00;1.00;126.60;.00;.00;1.00;.00;.00;.00;21.00;.00
188.00;1.00;17.00;3.00;9,500.00;1.00;141.00;1.00;129.00;1.00;.00;.00;1.00;.00;1.00;18.00;.00
189.00;1.00;39.00;1.00;9,085.00;1.00;133.10;1.00;162.30;1.00;.00;.00;1.00;.00;.00;24.00;.00
190.00;1.00;17.00;4.00;9,070.00;1.00;148.00;1.00;163.40;1.00;.00;.00;1.00;.00;.00;20.00;.00
191.00;1.00;1.00;1.00;9,254.00;1.00;125.00;1.00;121.50;.00;.00;.00;1.00;.00;1.00;21.00;.00
192.00;1.00;1.00;1.00;8,014.00;1.00;120.00;1.00;122.80;.00;.00;.00;1.00;.00;.00;23.00;.00
193.00;1.00;39.00;1.00;9,147.00;1.00;140.00;1.00;118.00;1.00;.00;.00;1.00;.00;.00;24.00;.00
194.00;1.00;51.00;1.00;9,853.00;1.00;139.00;1.00;134.00;.00;.00;.00;1.00;.00;.00;21.00;.00
195.00;1.00;1.00;4.00;9,500.00;1.00;142.00;1.00;129.80;1.00;.00;.00;1.00;.00;.00;18.00;.00
196.00;1.00;39.00;1.00;9,991.00;40.00;130.00;1.00;152.00;1.00;.00;.00;1.00;.00;.00;27.00;.00
197.00;1.00;18.00;6.00;9,500.00;1.00;126.00;1.00;122.80;1.00;.00;.00;1.00;.00;.00;18.00;.00
198.00;1.00;7.00;1.00;9,119.00;3.00;150.00;1.00;150.00;.00;.00;.00;1.00;.00;.00;35.00;.00
199.00;1.00;1.00;1.00;9,853.00;1.00;130.00;1.00;131.80;.00;.00;.00;1.00;.00;.00;18.00;.00
200.00;1.00;39.00;1.00;9,500.00;1.00;120.00;1.00;105.90;.00;.00;.00;1.00;.00;.00;35.00;.00
201.00;1.00;1.00;1.00;9,085.00;1.00;138.00;1.00;132.10;1.00;.00;.00;1.00;.00;.00;19.00;.00
202.00;1.00;1.00;4.00;9,238.00;1.00;127.00;1.00;127.40;1.00;.00;.00;1.00;.00;.00;20.00;.00
203.00;1.00;1.00;4.00;9,500.00;1.00;140.00;1.00;129.50;1.00;.00;.00;1.00;.00;.00;18.00;.00
204.00;1.00;44.00;1.00;9,238.00;39.00;130.00;1.00;126.70;.00;.00;1.00;1.00;.00;.00;21.00;.00
205.00;1.00;17.00;2.00;9,238.00;1.00;128.00;1.00;116.50;.00;.00;.00;1.00;.00;1.00;18.00;.00
206.00;1.00;1.00;1.00;9,238.00;1.00;132.00;1.00;119.10;1.00;.00;.00;1.00;.00;.00;18.00;.00
207.00;1.00;1.00;2.00;9,500.00;1.00;149.00;1.00;126.50;1.00;.00;.00;1.00;.00;.00;18.00;.00
208.00;1.00;1.00;4.00;9,773.00;1.00;155.00;1.00;149.80;1.00;.00;.00;1.00;.00;1.00;18.00;.00
209.00;1.00;1.00;1.00;9,085.00;1.00;120.00;1.00;115.10;1.00;.00;.00;1.00;.00;.00;19.00;.00
210.00;1.00;39.00;1.00;9,254.00;19.00;133.10;1.00;124.50;.00;.00;.00;1.00;.00;1.00;36.00;.00
211.00;1.00;1.00;2.00;9,500.00;1.00;131.00;1.00;128.30;1.00;.00;.00;1.00;.00;1.00;18.00;.00
